province,city,type,kode_faskes,NamaFaskes,gmap_url,address,telephone,lat,lng
Jawa Timur,Kab. Blitar,Puskesmas,13141702,Slumbung,"http://maps.google.co.id/?q=-8.009654,112.350679",Ds Slumbung Kab Blitar,0342-000000,-8.009654,112.350679
Jawa Timur,Kab. Blitar,Puskesmas,13141801,Talun,"http://maps.google.co.id/?q=-8.089813,112.286278",Ds Talun Kab Blitar,0342-691032,-8.089813,112.286278
Jawa Timur,Kab. Blitar,Klinik Utama,0185U002,"Deny Christianto, Dr","http://maps.google.co.id/?q=-8.073336,112.213631",Ds Dadapan  Kec. Garum,0877-56444070,-8.073336,112.213631
Jawa Timur,Kab. Blitar,Klinik Utama,0185U005,"Sutikno, Dr","http://maps.google.co.id/?q=-8.037345,112.217122",Jl Penataran  08 Nglegok,0813-36688880,-8.037345,112.217122
Jawa Timur,Kab. Blitar,Klinik Utama,0185U006,"Mujiastuti, Dr","http://maps.google.co.id/?q=-8.100839,112.160037",Jl Anggrek 3 Srengat,0813-34750667,-8.100839,112.160037
Jawa Timur,Kab. Blitar,Klinik Utama,0185U008,"Lilik Endah Winarni, Dr","http://maps.google.co.id/?q=-8.059927,112.098875",Poluhan Ds. Kawedusan Ponggok,0813-33744414,-8.059927,112.098875
Jawa Timur,Kab. Blitar,Klinik Utama,0185U009,"Handri Wiyanto, Dr","http://maps.google.co.id/?q=-8.065537,112.095175","Ds.Mangunan, Udanawu Kab Blt",0813-52078299,-8.065537,112.095175
Jawa Timur,Kab. Blitar,Klinik Utama,0185U010,"Sas Alwafi, Dr","http://maps.google.co.id/?q=-8.053214,112.031032",Jl Raya Pikatan Kab Blitar,0812-3319113,-8.053214,112.031032
Jawa Timur,Kab. Blitar,Klinik Utama,0185U015,"Aris Syamsiatun Nisa, Dr","http://maps.google.co.id/?q=-8.078211,112.326365",Jl Bromo Lk. Gurid Wlingi,0813-34126153,-8.078211,112.326365
Jawa Timur,Kab. Blitar,Klinik Utama,0185U016,"Anis Bitriarno, Dr","http://maps.google.co.id/?q=-8.084176,112.322416",Jl Urip Sumoharjo 16 A Wlingi,0813-34484811,-8.084176,112.322416
Jawa Timur,Kab. Blitar,Klinik Utama,0185U017,"Sri Surjantini, Dr","http://maps.google.co.id/?q=-8.137379,112.385269",Desa Kesamben ,0838-48658147,-8.137379,112.385269
Jawa Timur,Kab. Blitar,Klinik Utama,0185U020,"Sofiana Anis Sahara, Dr.","http://maps.google.co.id/?q=-8.113538,112.164518",Ds Jatitengah Selopuro Kab Blt,0812-5232745,-8.113538,112.164518
Jawa Timur,Kab. Blitar,Klinik Utama,0185U021,"Yudi Winarka, Dr","http://maps.google.co.id/?q=-8.1373795,112.3852694",Jl Raya Pagerwojo 8 Kesamben,0812-33561272,-8.1373795,112.3852694
Jawa Timur,Kab. Blitar,Klinik Utama,0185U024,"Eny Prasetyowati,Dr","http://maps.google.co.id/?q=-8.120306,112.446709",Ds Sidomulyo Kec  Selorejo,0342-332497,-8.120306,112.446709
Jawa Timur,Kab. Blitar,Klinik Utama,0185U028,dr. TUTUT WAHYUNINGUMI R (JST),"http://maps.google.co.id/?q=-8.059345,112.053553",Jl Raya Togogan Srengat Blitar,0812-1720152,-8.059345,112.053553
Jawa Timur,Kab. Blitar,Klinik Utama,0185U029,dr. Windi Kumandang,"http://maps.google.co.id/?q=-8.00307,112.1108034",Ds Bacem Ponggok Kab Blitar,0813-34729560,-8.00307,112.1108034
Jawa Timur,Kab. Blitar,Klinik Utama,0185U030,dr. MAULIDHA SUZI ANNISA,"http://maps.google.co.id/?q=-8.0512011,112.0098576",Ds Pikatan Wonodadi Kab Blitar,0822-57277178,-8.0512011,112.0098576
Jawa Timur,Kab. Blitar,Klinik Utama,0185U032,dr. DODIK ANDI SANTOSO,"http://maps.google.co.id/?q=-8.135442,112.415644",Ds. Selorejo,0342-332497,-8.135442,112.415644
Jawa Timur,Kab. Blitar,Klinik Utama,0185U033,dr. ANDY PRASETYO,"http://maps.google.co.id/?q=-8.135389,112.41529",Ds Jugo Kesamben Kab Blitar,0813-12288199,-8.135389,112.41529
Jawa Timur,Kab. Blitar,Klinik Utama,0185U035,dr. PRAVITA RINANTI,"http://maps.google.co.id/?q=-8.0847163,112.0869522",Ds Kandangan Srengat Kab Blt,0812-52421718,-8.0847163,112.0869522
Jawa Timur,Kab. Blitar,Klinik Utama,0185U036,dr. YUDIA SUPRADINI,"http://maps.google.co.id/?q=-8.0462321,112.4169421",Ds Resapombo Doko Kab Blt,085233109647,-8.0462321,112.4169421
Jawa Timur,Kab. Blitar,Klinik Utama,0185U037,dr. Heti Candra Susanti,"http://maps.google.co.id/?q=-8.1055741,112.1857224",Ds Kuningan Kanigoro Kabblitar,0812-3219448,-8.1055741,112.1857224
Jawa Timur,Kab. Blitar,Klinik Utama,0185U039,dr. ANIEQ SOULISTYA UTAMI,"http://maps.google.co.id/?q=-8.0618868,112.0644302",Jl. Mastrip No. 14 Srengat,0342-082233448,-8.0618868,112.0644302
Jawa Timur,Kab. Blitar,Klinik Utama,0185U040,dr. ANGGRITA KRISNA ADITAMA,"http://maps.google.co.id/?q=-8.045867,112.3053446",Jl. Kawi Ds. Gandusari,0342-805681,-8.045867,112.3053446
Jawa Timur,Kab. Blitar,Klinik Utama,0185U041,dr. LUSIA MIENNARNI,"http://maps.google.co.id/?q=-8.0806384,112.2244626",Perum Griya Pesona Asri Blok A-5,0821-53555114,-8.0806384,112.2244626
Jawa Timur,Kab. Blitar,Klinik Pratama,01850003,Poskes 05.09.03 Blitar,"http://maps.google.co.id/?q=-8.098665,112.159745",Jl. Merdeka 192 Blitar,0342-808018,-8.098665,112.159745
Jawa Timur,Kab. Blitar,Klinik Pratama,01850005,Polres Blitar,"http://maps.google.co.id/?q=-8.105627,112.172971",Jl Sumatra 49 Sananwetan Blita,0342803680,-8.105627,112.172971
Jawa Timur,Kab. Blitar,Klinik Pratama,0185B003,Bp Tera Husada,"http://maps.google.co.id/?q=-8.177989,112.327816",Ds Ngembul Binangun Kab Blitar,081332653456,-8.177989,112.327816
Jawa Timur,Kab. Blitar,Klinik Pratama,0185B005,Klinik Pratama Pelita Husada,"http://maps.google.co.id/?q=-8.1362169,112.4196728",Jl Simpan Tiga Dusun Darungan,0342332497,-8.1362169,112.4196728
Jawa Timur,Kab. Blitar,Klinik Pratama,0185B006,Klinik Pratama Tirta Husada,"http://maps.google.co.id/?q=-8.223162,112.152954",Dsn. Wungukerep Ds. Wonotirto,0-081252905824,-8.223162,112.152954
Jawa Timur,Kab. Keri,Rumah Sakit,0186R002,Aura Syifa,"http://maps.google.co.id/?q=-7.7982619,112.0340124",Jl. Joyoboyo 42 Ngasem Kediri,0354-671939,-7.7982619,112.0340124
Jawa Timur,Kab. Keri,Rumah Sakit,0186R003,Rsm Siti Khodijah,"http://maps.google.co.id/?q=-7.8049607,112.0904023",Jl Dr Soetomo 322 Kab Kediri,0354-545481,-7.8049607,112.0904023
Jawa Timur,Kab. Keri,Rumah Sakit,0186R004,Hva Toeloengredjo (Jst),"http://maps.google.co.id/?q=-7.7617093,112.195218",Jl A Yani 25 Pare Kab Kediri,0354-391047,-7.7617093,112.195218
Jawa Timur,Kab. Keri,Rumah Sakit,0186R005,Arga Husada (Jst),"http://maps.google.co.id/?q=-7.9123662,111.9805266",Ngadiluwih Kab Kediri,0354-476376,-7.9123662,111.9805266
Jawa Timur,Kab. Keri,Rumah Sakit,0186R007,Rsm Surya Melati,"http://maps.google.co.id/?q=-7.9179438,112.0677966",Jl Raya Ngadiluwih-Wates Km 10,0354-441748,-7.9179438,112.0677966
Jawa Timur,Kab. Keri,Rumah Sakit,0186R012,RSU Wilujeng,"http://maps.google.co.id/?q=-7.7308887,112.1160156",Jl. Joyoboyo No 4,0354-528559,-7.7308887,112.1160156
Jawa Timur,Kab. Keri,Rumah Sakit,1318R001,RSUD Kab. Kediri,"http://maps.google.co.id/?q=-7.7593547,112.1738113",Jl.Pk. Bangsa No.1 Pare Kediri,0354-391718,-7.7593547,112.1738113
Jawa Timur,Kab. Keri,Puskesmas,01860001,Kayenkidul,"http://maps.google.co.id/?q=-7.73082,112.082453",Ds Kayen Kidul,0354-544144,-7.73082,112.082453
Jawa Timur,Kab. Keri,Puskesmas,13180101,Ngadiluwih,"http://maps.google.co.id/?q=-7.89174,111.993762",Jl Raya Ngadiluwih 86 Kab Kdr,0354-479324,-7.89174,111.993762
Jawa Timur,Kab. Keri,Puskesmas,13180102,Wonorejo,"http://maps.google.co.id/?q=-7.86751,112.000023",Ds.Wonorejo Ngadiluwih,0354-28911363,-7.86751,112.000023
Jawa Timur,Kab. Keri,Puskesmas,13180201,Wates,"http://maps.google.co.id/?q=-7.91725,112.128802",Ds.Wates Kab Kediri,0354-442438,-7.91725,112.128802
Jawa Timur,Kab. Keri,Puskesmas,13180202,Sidomulyo,"http://maps.google.co.id/?q=-7.84574,111.990656",Ds.Sidomulyo Wates Kab Kediri,0354-443186,-7.84574,111.990656
Jawa Timur,Kab. Keri,Puskesmas,13180301,Sambi,"http://maps.google.co.id/?q=-7.98803,112.036305",Jl. Surya  Sambi Kab Kediri,0354-413090,-7.98803,112.036305
Jawa Timur,Kab. Keri,Puskesmas,13180302,Blabak,"http://maps.google.co.id/?q=-7.87683,112.029735",Jl Raya Kediri Blitar No. 304,0354-478937,-7.87683,112.029735
Jawa Timur,Kab. Keri,Puskesmas,13180401,Kandangan,"http://maps.google.co.id/?q=-7.75742,112.285444",Jl Malang 109 Kandangan,0354-326230,-7.75742,112.285444
Jawa Timur,Kab. Keri,Puskesmas,13180501,Kras,"http://maps.google.co.id/?q=-7.94793,111.963055",Jl Setya Bakti 222 Kras,0354-476294,-7.94793,111.963055
Jawa Timur,Kab. Keri,Puskesmas,13180502,Pelas,"http://maps.google.co.id/?q=-7.99398,111.971005",Ds Pelas Kras Kab Kediri,0354-0,-7.99398,111.971005
Jawa Timur,Kab. Keri,Puskesmas,13180601,Grogol,"http://maps.google.co.id/?q=-7.74968,111.972009",Ds Sonorejo Grogol,0354-773233,-7.74968,111.972009
Jawa Timur,Kab. Keri,Puskesmas,13180602,Tiron,"http://maps.google.co.id/?q=-7.77238,111.983967",Ds.Tiron Banyakan Kab Kediri,0354-782782,-7.77238,111.983967
Jawa Timur,Kab. Keri,Puskesmas,13180701,Puncu,"http://maps.google.co.id/?q=-7.76546,112.19774",Jl Manggis Puncu Kab Kediri,0354-7415028,-7.76546,112.19774
Jawa Timur,Kab. Keri,Puskesmas,13180801,Gurah,"http://maps.google.co.id/?q=-7.812446,112.088024",Jl. Kolonel Seruji 10 Gurah ,0354-545243,-7.812446,112.088024
Jawa Timur,Kab. Keri,Puskesmas,13180802,Adan-Adan,"http://maps.google.co.id/?q=-7.77949,112.123991",Ds Adan-Adan Gurah,0354-7415023,-7.77949,112.123991
Jawa Timur,Kab. Keri,Puskesmas,13180901,Ngancar,"http://maps.google.co.id/?q=-7.93899,112.201471",Jl Kelud Ngancar Kab Kediri,0354-445001,-7.93899,112.201471
Jawa Timur,Kab. Keri,Puskesmas,13181001,Kepung,"http://maps.google.co.id/?q=-7.76525,112.197508",Jl Harinjing 23 Kab Kediri,0354-392218,-7.76525,112.197508
Jawa Timur,Kab. Keri,Puskesmas,13181002,Keling,"http://maps.google.co.id/?q=-7.7746,112.245504",Jl Raya Kandangan 384 Keling,0354-326054,-7.7746,112.245504
Jawa Timur,Kab. Keri,Puskesmas,13181101,Plosoklaten,"http://maps.google.co.id/?q=-7.84819,112.122675",Jl Raya Brenggolo Kab Kediri,0354-3101970,-7.84819,112.122675
Jawa Timur,Kab. Keri,Puskesmas,13181102,Pranggang,"http://maps.google.co.id/?q=-7.86134,112.154556",Jl Raya Pare-Wates Plosoklaten,0354-7415033,-7.86134,112.154556
Jawa Timur,Kab. Keri,Puskesmas,13181201,Papar,"http://maps.google.co.id/?q=-7.758757,112.03009",Jl. Raya Papar 57 Kab Kediri,0354-527263,-7.758757,112.03009
Jawa Timur,Kab. Keri,Puskesmas,13181301,Gampengrejo,"http://maps.google.co.id/?q=-7.769363,112.026182",Jl. Raya Gampeng 124Kab Kediri,0354-680244,-7.769363,112.026182
Jawa Timur,Kab. Keri,Puskesmas,13181302,Ngasem,"http://maps.google.co.id/?q=-7.80339,112.044696",Ds Ngasem Kab Kediri,0354-692089,-7.80339,112.044696
Jawa Timur,Kab. Keri,Puskesmas,13181401,Pagu,"http://maps.google.co.id/?q=-7.90573,111.996158","Jl. Supriadi 98, Pagu Kediri",0354-545443,-7.90573,111.996158
Jawa Timur,Kab. Keri,Puskesmas,13181402,Bangsongan,"http://maps.google.co.id/?q=-7.73063,112.054093",Jl. Raya Bangsongan No.2,0354-3881502,-7.73063,112.054093
Jawa Timur,Kab. Keri,Puskesmas,13181501,Semen,"http://maps.google.co.id/?q=-7.91613,112.017196","Jl. Argowilis 127 A, Semen",0354-772971,-7.91613,112.017196
Jawa Timur,Kab. Keri,Puskesmas,13181601,Puhjarak,"http://maps.google.co.id/?q=-7.73208,112.147905","Jl. Raya Pare Papar, Plemahan",0354-394113,-7.73208,112.147905
Jawa Timur,Kab. Keri,Puskesmas,13181701,Mojo,"http://maps.google.co.id/?q=-7.89357,111.961381",Jl. Raya Mojo No.201,0354-477584,-7.89357,111.961381
Jawa Timur,Kab. Keri,Puskesmas,13181702,Ngadi,"http://maps.google.co.id/?q=-7.95783,111.931079","Jl. Raya Ngadi 88, Mojo Kediri",0354-491001,-7.95783,111.931079
Jawa Timur,Kab. Keri,Puskesmas,13181801,Purwoasri,"http://maps.google.co.id/?q=-7.70766,112.074923",Jl. Raya Purwoasri No 15,0354-527828,-7.70766,112.074923
Jawa Timur,Kab. Keri,Puskesmas,13181802,Sumberjo,"http://maps.google.co.id/?q=-7.62826,112.170061",Jl Raya Kunjang-Kertosono Km 3,,-7.62826,112.170061
Jawa Timur,Kab. Keri,Puskesmas,13181901,Badas,"http://maps.google.co.id/?q=-7.70444,112.208333",Ds Badas Kab Kediri,0-081259496540,-7.70444,112.208333
Jawa Timur,Kab. Keri,Puskesmas,13181902,Bendo,"http://maps.google.co.id/?q=-7.76593,112.15897","Jl. Soekarno Hatta, No.27",0354-393114,-7.76593,112.15897
Jawa Timur,Kab. Keri,Puskesmas,13181903,Sidorejo,"http://maps.google.co.id/?q=-7.76534,112.197654",Jl. Mt Haryono 23 Ds Sidorejo ,0354-399694,-7.76534,112.197654
Jawa Timur,Kab. Keri,Puskesmas,13181904,Pare,"http://maps.google.co.id/?q=-7.76529,112.197739",Jl Welirang 4 Pare Kab Kediri,0354-396709,-7.76529,112.197739
Jawa Timur,Kab. Keri,Puskesmas,13182001,Kunjang,"http://maps.google.co.id/?q=-7.65774,112.155501",Ds Kapi Kunjang Kab Kediri,0354-529736,-7.65774,112.155501
Jawa Timur,Kab. Keri,Puskesmas,13182101,Tarokan,"http://maps.google.co.id/?q=-7.71325,111.936326",Ds Kedungsari Tarokan,0354-779848,-7.71325,111.936326
Jawa Timur,Kab. Keri,Klinik Utama,0186U001,"Pramusinto, Dr","http://maps.google.co.id/?q=-7.91813,112.093291",Jl Kelud 25 Wates Kab Kediri,0815-7989926,-7.91813,112.093291
Jawa Timur,Kab. Keri,Klinik Utama,0186U003,"Ahmad Afandi, Dr","http://maps.google.co.id/?q=-7.98089,111.944802","Jl. Nasional 22
Dusun Jarakan,",0813-35873999,-7.98089,111.944802
Jawa Timur,Kab. Keri,Klinik Utama,0186U005,"H. Iradat Soerjono, Dr.","http://maps.google.co.id/?q=-7.9081,111.960464",Jl. Raya Mojo 3 Kab Kediri,0812-3407911,-7.9081,111.960464
Jawa Timur,Kab. Keri,Klinik Utama,0186U006,"Samsul Hadi, Dr","http://maps.google.co.id/?q=-7.76884,112.026573",Jl Raya Gampengrejo 139 Kediri,0812-5941059,-7.76884,112.026573
Jawa Timur,Kab. Keri,Klinik Utama,0186U007,"Chairina Rosari, Dr","http://maps.google.co.id/?q=-7.7822,112.194785",Jl. Argopuro 6-7 Pare,0813-30738982,-7.7822,112.194785
Jawa Timur,Kab. Keri,Klinik Utama,0186U008,"Rhama Kurniawan, Dr","http://maps.google.co.id/?q=-7.74675,112.109057",Jl Joyoboyo 4 Padangan Kab Kdr,0812-3269437,-7.74675,112.109057
Jawa Timur,Kab. Keri,Klinik Utama,0186U009,"Ahmad Fanani, Dr","http://maps.google.co.id/?q=-7.87338,112.000409","Jl Raya Sidomulyo 23 A , Semen",0811-331227,-7.87338,112.000409
Jawa Timur,Kab. Keri,Klinik Utama,0186U011,"Yoyok Heru Prasetyo, Dr.","http://maps.google.co.id/?q=-7.82956,111.972042",Jl. Argowilis Semen,0812-3525827,-7.82956,111.972042
Jawa Timur,Kab. Keri,Klinik Utama,0186U013,"H. Tri Handoyo, Dr","http://maps.google.co.id/?q=-7.66415,112.11675",Jl. Pahlawan 111 Purwoasri,0822-25204649,-7.66415,112.11675
Jawa Timur,Kab. Keri,Klinik Utama,0186U015,"Agus Sukisno,Dr.","http://maps.google.co.id/?q=-7.76143,112.17958",Jl. Dr Sutomo 03 A Pare,0813-35444537,-7.76143,112.17958
Jawa Timur,Kab. Keri,Klinik Utama,0186U016,"Imroatus Solikah,dr","http://maps.google.co.id/?q=-7.9841,112.03464",Jl.Cendrawasih Ds.Ringinrejo,0813-59500660,-7.9841,112.03464
Jawa Timur,Kab. Keri,Klinik Utama,0186U044,dr. RAHMAD SANTOSO (JST),"http://maps.google.co.id/?q=-7.85284,112.135075",Jl Raya Brenggolo 206 Kab Kdr,0811-3316939,-7.85284,112.135075
Jawa Timur,Kab. Keri,Klinik Utama,0186U045,dr. ADIP KUSWORO (JST),"http://maps.google.co.id/?q=-7.770418,112.08547","Jl Joyoboyo 190, Pagu",0822-31088883,-7.770418,112.08547
Jawa Timur,Kab. Keri,Klinik Utama,0186U046,dr. RAHMAD DWI MULJANTO (JST),"http://maps.google.co.id/?q=-7.8371,112.009035",Jl Kediri 7 Wates Kab Kediri,0813-35843799,-7.8371,112.009035
Jawa Timur,Kab. Keri,Klinik Utama,0186U047,dr. ERNANTI WULANDARI (JST),"http://maps.google.co.id/?q=-7.97643,112.175606",Ds Sumberagung Wates Kab Kdr,08155028200,-7.97643,112.175606
Jawa Timur,Kab. Keri,Klinik Utama,0186U048,dr. A.NUGROHO PUDJI L,"http://maps.google.co.id/?q=-7.76539,112.168182",Jl Wahidin Sh  Gurah Kab Kdr,0812-5914132,-7.76539,112.168182
Jawa Timur,Kab. Keri,Klinik Utama,0186U049,dr. G. ERNAWAN SUKMA ANGGARA,"http://maps.google.co.id/?q=-7.82133,112.050578",Jenggolo Indah Ii /B 2 Kab Kdr,0812-17827789,-7.82133,112.050578
Jawa Timur,Kab. Keri,Klinik Utama,0186U050,dr. LINDA TJAHJONO,"http://maps.google.co.id/?q=-7.7598,112.2808",Jl Kelud 137 Kandangan Kab Kdr,0813-35643306,-7.7598,112.2808
Jawa Timur,Kab. Keri,Klinik Utama,0186U051,dr. SRI WAHYUNI INDRAYANTI,"http://maps.google.co.id/?q=-7.78199,112.196877",Jl Teuku Umar 121 Pare Kab Kdr,0852-35081888,-7.78199,112.196877
Jawa Timur,Kab. Keri,Klinik Utama,0186U052,dr. AHMAD KHOTIB,"http://maps.google.co.id/?q=-7.81876,112.19967",Jl Diponegoro 3 Puncu Kab Kdr,0813-35746703,-7.81876,112.19967
Jawa Timur,Kab. Keri,Klinik Utama,0186U053,dr. SUGENG SUGIHARTO,"http://maps.google.co.id/?q=-7.923494,112.136303",Jl.Raya Ngadi 20 Mojo Kab Kdr,0812-5936031,-7.923494,112.136303
Jawa Timur,Kab. Keri,Klinik Utama,0186U054,dr. YOSEPH AGUNG PRIYOSANTOSO,"http://maps.google.co.id/?q=-7.749254,111.933871",Jl Raya Tarokan 35 Kab Kediri,0812-3247400,-7.749254,111.933871
Jawa Timur,Kab. Keri,Klinik Utama,0186U056,dr. IKA TJANDRA KUSUMA,"http://maps.google.co.id/?q=-7.90953,112.035393",Jl Raya Tegalan 15 Kandat Kdr,0812-3434234,-7.90953,112.035393
Jawa Timur,Kab. Keri,Klinik Utama,0186U057,dr. ARIESTA DWI KURNIASARI,"http://maps.google.co.id/?q=-7.739975,112.18388",Jl Veteran Sekoto Badas Kdr,0812-5252773,-7.739975,112.18388
Jawa Timur,Kab. Keri,Klinik Utama,0186U058,dr. MELANY PILATUSALIM,"http://maps.google.co.id/?q=-7.73393,112.0516",Jl Raya Minggiran 56 B Papar,0813-35595057,-7.73393,112.0516
Jawa Timur,Kab. Keri,Klinik Utama,0186U059,dr. DUROTUN NAFISA,"http://maps.google.co.id/?q=-7.4023,112.1126",Jl Raya Badas Kunjang Kab Kdr,0812-5318213,-7.4023,112.1126
Jawa Timur,Kab. Keri,Klinik Utama,0186U060,dr. ESTER HANA MATOFANI,"http://maps.google.co.id/?q=-7.910369,111.966216",Ds Seketi Ngadiluwih Kab Kdr,0812-3590343,-7.910369,111.966216
Jawa Timur,Kab. Keri,Klinik Utama,0186U061,dr. HENNY,"http://maps.google.co.id/?q=-7.704283,112.208546",Jl. Cendana No 101,0813-35171799,-7.704283,112.208546
Jawa Timur,Kab. Keri,Klinik Utama,0186U062,dr. VITIS ARUNDINA,"http://maps.google.co.id/?q=-7.751244,111.959641",Jl. Jawa No. 262,0815-5244981,-7.751244,111.959641
Jawa Timur,Kab. Keri,Klinik Utama,0186U064,dr. ACE TOLAU SANSAIL,"http://maps.google.co.id/?q=-7.803605,112.041",Jl Sukarno Hatta 2 Kab Kediri,0812-3404706,-7.803605,112.041
Jawa Timur,Kab. Keri,Klinik Utama,0186U065,"Shirley Astrid F, Dr","http://maps.google.co.id/?q=-7.7088088,111.9697682",Ds Kerep Kec Tarokan,0813-3553534,-7.7088088,111.9697682
Jawa Timur,Kab. Keri,Klinik Utama,0186U066,"Jessi Suryani Setiawan, Dr","http://maps.google.co.id/?q=-7.794701,112.049386",Jl Anggrek Raya Ds Nambaan,0813-35355080,-7.794701,112.049386
Jawa Timur,Kab. Keri,Klinik Utama,0186U067,"Rahma Sari Dewi, Dr","http://maps.google.co.id/?q=-7.818583,112.044528",Jl Dandang Gendis Ds Doko,0813-34541595,-7.818583,112.044528
Jawa Timur,Kab. Keri,Klinik Utama,0186U068,"Agung Wibowo, Dr","http://maps.google.co.id/?q=-7.8252,112.134504",Ds Tirukidul Kec Gurah,08123417783,-7.8252,112.134504
Jawa Timur,Kab. Keri,Klinik Utama,0186U069,"Budi Shanjaya, Dr","http://maps.google.co.id/?q=-7.7962154,112.1881347",Ds Watugede Kec Puncu Kab Kdr,0813-31839629,-7.7962154,112.1881347
Jawa Timur,Kab. Keri,Klinik Utama,0186U070,"Fx Retriatmadja Moestopo, Dr","http://maps.google.co.id/?q=-7.78229,112.2075648",Pertokoan Ds Gadungan Puncu,0821-42202423,-7.78229,112.2075648
Jawa Timur,Kab. Keri,Klinik Utama,1318U029,"Sri Arifah,Dr","http://maps.google.co.id/?q=-7.77548,112.199394",Jl. Letjen Sutoyo 26 Pare,0812-3438043,-7.77548,112.199394
Jawa Timur,Kab. Keri,Klinik Utama,1318U030,"Djatmiko Lw,Dr","http://maps.google.co.id/?q=-7.72122,111.948246",Jl.Pemuda No.61 Gurah,62-08125987396,-7.72122,111.948246
Jawa Timur,Kab. Keri,Klinik Utama,1318U031,"Upik Marijati,Dr","http://maps.google.co.id/?q=-7.78165,112.080035",Ds.Menang Pagu Kab Kediri,62-81311240950,-7.78165,112.080035
Jawa Timur,Kab. Keri,Klinik Utama,1318U032,"Ga.Darmawan,Dr","http://maps.google.co.id/?q=-7.77306,111.98679",Ds.Maron - Grogol Kab Kediri,62-08125909837,-7.77306,111.98679
Jawa Timur,Kab. Keri,Klinik Utama,1318U033,"Sri Muntamah,Dr","http://maps.google.co.id/?q=-7.74701,111.968879",Jl.Raya Wonoasri 57 Grogol,62-08578434417,-7.74701,111.968879
Jawa Timur,Kab. Keri,Klinik Utama,1318U035,"Beny. Sj,Dr","http://maps.google.co.id/?q=-7.78137,112.194667",Jl Supriyadi Gedangsewu Pare,62-08123433985,-7.78137,112.194667
Jawa Timur,Kab. Keri,Klinik Utama,1318U038,"Wahid,Dr","http://maps.google.co.id/?q=-7.92752,112.128766","Jl. Raya No 259, Tawang, Wates",62-08135905900,-7.92752,112.128766
Jawa Timur,Kab. Keri,Klinik Utama,1318U039,"Didin Sudiana,Dr","http://maps.google.co.id/?q=-7.75303,112.198719",Jl Cokroaminoto 32 Pare,62-08125944309,-7.75303,112.198719
Jawa Timur,Kab. Keri,Klinik Utama,1318U043,Moh Ali Mashar Dr,"http://maps.google.co.id/?q=-7.70969,112.127273",Jl Kartini 47 Plemahan,62-08133512857,-7.70969,112.127273
Jawa Timur,Kab. Keri,Klinik Pratama,01860002,Polres Kediri,"http://maps.google.co.id/?q=-7.76701,112.191913",Jl. Bhayangkara,0354-0354 3912,-7.76701,112.191913
Jawa Timur,Kab. Keri,Klinik Pratama,0186B000,Bp Nusa Medika Ngadirejo,"http://maps.google.co.id/?q=-7.92891,111.973528",Jl Raya Ngadirejo Kras Kab Kdr,0354-035447970,-7.92891,111.973528
Jawa Timur,Kab. Keri,Klinik Pratama,0186B001,Bp Mitra Husada I Pare (Jst),"http://maps.google.co.id/?q=-7.7605,112.194061",Jl Yos Sudarso 37 Pare,0354-0354 (398,-7.7605,112.194061
Jawa Timur,Kab. Keri,Klinik Pratama,0186B002,Bp Surya Prima Husada (Jst),"http://maps.google.co.id/?q=-7.65609,112.159802",Jl Raya Kunjang 1 Kab Kediri,0354-035452107,-7.65609,112.159802
Jawa Timur,Kab. Keri,Klinik Pratama,0186B005,Bp Panca Husada Satata,"http://maps.google.co.id/?q=-7.97353,111.986187",Jl Khmakrus Ali 46 Kras Kediri,0354-411120,-7.97353,111.986187
Jawa Timur,Kab. Keri,Klinik Pratama,0186B006,Bp Vita Medika,"http://maps.google.co.id/?q=-7.80945,112.289953",Jl Harinjing 439 Kepung,0354-396738,-7.80945,112.289953
Jawa Timur,Kab. Keri,Klinik Pratama,0186B007,Bp  Medika Keluarga,"http://maps.google.co.id/?q=-7.892113,111.993954",Jl. Raya Ngadiluwih 19 Kab Kdr,0-085101818447,-7.892113,111.993954
Jawa Timur,Kab. Keri,Klinik Pratama,0186B008,Bp Kusuma,"http://maps.google.co.id/?q=-7.96896,112.13093",Ds Bedali Ngancar Kab Kediri,081333911073,-7.96896,112.13093
